"Studien_jahr","Studie","Label","Wert","Wert_low","Wert_upp","n","var","sex","SDcasmin","agegr","bula","Fallzahl_gesamt","typ","stand","var_label","Indikator","Substrata"
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1206,0.1057,0.1371,249,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1318,0.1058,0.163,92,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hessen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1325,0.1009,0.172,59,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1054,0.0874,0.1265,134,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Baden-Württemberg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1122,0.0945,0.1328,165,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bayern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.11,0.0784,0.1521,45,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Saarland",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.146,0.1115,0.1888,64,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Berlin",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1462,0.114,0.1855,74,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Brandenburg",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1224,0.0922,0.1607,60,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Mecklenburg-Vorpommern",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0876,0.062,0.1224,49,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1265,0.0942,0.1679,61,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen-Anhalt",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0745,0.0548,0.1006,48,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Thüringen",23602,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.129,0.0718,0.2209,18,"PKphq8_k3","Männlich","Gesamt","Gesamt","Schleswig-Holstein",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0708,0.0358,0.135,14,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hamburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1038,0.0698,0.1517,39,"PKphq8_k3","Männlich","Gesamt","Gesamt","Niedersachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0218,0.0048,0.0926,2,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bremen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0813,0.0621,0.1058,102,"PKphq8_k3","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0794,0.0496,0.1249,34,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hessen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0658,0.0363,0.1165,17,"PKphq8_k3","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0475,0.0339,0.0661,50,"PKphq8_k3","Männlich","Gesamt","Gesamt","Baden-Württemberg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.059,0.0421,0.082,60,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bayern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0589,0.0387,0.0886,33,"PKphq8_k3","Männlich","Gesamt","Gesamt","Saarland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0586,0.0361,0.0937,32,"PKphq8_k3","Männlich","Gesamt","Gesamt","Berlin",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0755,0.0397,0.1387,18,"PKphq8_k3","Männlich","Gesamt","Gesamt","Brandenburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.095,0.0382,0.2173,9,"PKphq8_k3","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0754,0.041,0.1346,20,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0693,0.0351,0.1322,12,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1342,0.0763,0.2253,18,"PKphq8_k3","Männlich","Gesamt","Gesamt","Thüringen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0949,0.0135,0.4456,1,"PKphq8_k3","Männlich","Gesamt","Gesamt",NA,22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0997,0.0557,0.1721,25,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1586,0.0989,0.2446,27,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hamburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.085,0.0604,0.1182,54,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Niedersachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1176,0.0471,0.2645,6,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bremen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.105,0.0837,0.1308,138,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0796,0.053,0.1179,41,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hessen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0672,0.0376,0.1174,25,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0584,0.0412,0.0821,60,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Baden-Württemberg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0874,0.0667,0.1138,106,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bayern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0992,0.0723,0.1347,78,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Saarland",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1272,0.0948,0.1686,93,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Berlin",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0832,0.0557,0.1225,32,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Brandenburg",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1071,0.0582,0.1889,21,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Mecklenburg-Vorpommern",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0668,0.0428,0.1027,27,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1034,0.0596,0.1735,23,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen-Anhalt",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1404,0.0862,0.2204,29,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Thüringen",22261,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0344,0.0106,0.106,4,"PKphq8_k3","Männlich","Gesamt","Gesamt","Schleswig-Holstein",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.083,0.0217,0.2693,5,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hamburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1052,0.0498,0.2087,14,"PKphq8_k3","Männlich","Gesamt","Gesamt","Niedersachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.2962,0.0902,0.6412,3,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bremen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1184,0.0765,0.1788,34,"PKphq8_k3","Männlich","Gesamt","Gesamt","Nordrhein-Westfalen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.107,0.0495,0.2161,12,"PKphq8_k3","Männlich","Gesamt","Gesamt","Hessen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.156,0.0578,0.3577,5,"PKphq8_k3","Männlich","Gesamt","Gesamt","Rheinland-Pfalz",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0652,0.0353,0.1171,15,"PKphq8_k3","Männlich","Gesamt","Gesamt","Baden-Württemberg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0449,0.0234,0.0845,14,"PKphq8_k3","Männlich","Gesamt","Gesamt","Bayern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.044,0.0095,0.1813,2,"PKphq8_k3","Männlich","Gesamt","Gesamt","Saarland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1195,0.0661,0.2065,16,"PKphq8_k3","Männlich","Gesamt","Gesamt","Berlin",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0337,0.0074,0.1407,4,"PKphq8_k3","Männlich","Gesamt","Gesamt","Brandenburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1491,0.0261,0.5339,2,"PKphq8_k3","Männlich","Gesamt","Gesamt","Mecklenburg-Vorpommern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0453,0.0152,0.1274,5,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.063,0.0197,0.1834,4,"PKphq8_k3","Männlich","Gesamt","Gesamt","Sachsen-Anhalt",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0926,0.026,0.2812,3,"PKphq8_k3","Männlich","Gesamt","Gesamt","Thüringen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.043,0.0145,0.1208,6,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Schleswig-Holstein",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1134,0.0287,0.3559,5,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hamburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.131,0.0721,0.2262,25,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Niedersachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0071,9e-04,0.0534,1,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bremen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1878,0.1342,0.2564,49,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Nordrhein-Westfalen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1568,0.0834,0.2756,15,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Hessen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0536,0.0143,0.1804,7,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Rheinland-Pfalz",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0784,0.0438,0.1367,24,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Baden-Württemberg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0945,0.0617,0.1421,34,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Bayern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0907,0.0243,0.2856,3,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Saarland",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1677,0.083,0.3096,17,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Berlin",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0465,0.0137,0.1463,3,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Brandenburg",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0716,0.0172,0.254,4,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Mecklenburg-Vorpommern",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1324,0.0576,0.2759,14,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.101,0.0357,0.2545,5,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Sachsen-Anhalt",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0828,0.0305,0.2057,5,"PKphq8_k3","Weiblich","Gesamt","Gesamt","Thüringen",4864,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1963,0.1525,0.2489,72,"PKphq8_k3","Gesamt","Einfache Bildung","18-29 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1221,0.1076,0.1383,341,"PKphq8_k3","Gesamt","Mittlere Bildung","18-29 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0806,0.057,0.1127,53,"PKphq8_k3","Gesamt","Höhere Bildung","18-29 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1628,0.13,0.2019,94,"PKphq8_k3","Gesamt","Einfache Bildung","30-44 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0984,0.0855,0.1131,275,"PKphq8_k3","Gesamt","Mittlere Bildung","30-44 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0579,0.0455,0.0735,89,"PKphq8_k3","Gesamt","Höhere Bildung","30-44 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.141,0.1239,0.1601,250,"PKphq8_k3","Gesamt","Einfache Bildung","45-64 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.1068,0.097,0.1175,522,"PKphq8_k3","Gesamt","Mittlere Bildung","45-64 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0514,0.042,0.0627,115,"PKphq8_k3","Gesamt","Höhere Bildung","45-64 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.066,0.054,0.0805,125,"PKphq8_k3","Gesamt","Einfache Bildung","65-79 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0372,0.0274,0.0503,65,"PKphq8_k3","Gesamt","Mittlere Bildung","65-79 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0318,0.0213,0.0472,30,"PKphq8_k3","Gesamt","Höhere Bildung","65-79 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.196,0.1582,0.2401,109,"PKphq8_k3","Gesamt","Einfache Bildung",">=80 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0943,0.0624,0.1401,30,"PKphq8_k3","Gesamt","Mittlere Bildung",">=80 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2015,"GEDA2014/2015","Depressive Symptomatik (PHQ-8: 10-24)",0.0321,0.0147,0.069,8,"PKphq8_k3","Gesamt","Höhere Bildung",">=80 Jahre","Deutschland",23551,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.1478,0.0923,0.2283,20,"PKphq8_k3","Gesamt","Einfache Bildung","18-29 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0985,0.0775,0.1243,96,"PKphq8_k3","Gesamt","Mittlere Bildung","18-29 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0385,0.0226,0.0649,20,"PKphq8_k3","Gesamt","Höhere Bildung","18-29 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.132,0.0888,0.1917,31,"PKphq8_k3","Gesamt","Einfache Bildung","30-44 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0866,0.069,0.1082,115,"PKphq8_k3","Gesamt","Mittlere Bildung","30-44 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.039,0.0284,0.0534,61,"PKphq8_k3","Gesamt","Höhere Bildung","30-44 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.155,0.1273,0.1876,145,"PKphq8_k3","Gesamt","Einfache Bildung","45-64 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0898,0.0771,0.1043,313,"PKphq8_k3","Gesamt","Mittlere Bildung","45-64 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0424,0.0344,0.0521,129,"PKphq8_k3","Gesamt","Höhere Bildung","45-64 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0562,0.0409,0.0768,81,"PKphq8_k3","Gesamt","Einfache Bildung","65-79 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0429,0.0319,0.0575,79,"PKphq8_k3","Gesamt","Mittlere Bildung","65-79 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0334,0.025,0.0444,66,"PKphq8_k3","Gesamt","Höhere Bildung","65-79 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0715,0.0473,0.1068,46,"PKphq8_k3","Gesamt","Einfache Bildung",">=80 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0591,0.0386,0.0895,32,"PKphq8_k3","Gesamt","Mittlere Bildung",">=80 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2019,"GEDA2019","Depressive Symptomatik (PHQ-8: 10-24)",0.0639,0.04,0.1007,28,"PKphq8_k3","Gesamt","Höhere Bildung",">=80 Jahre","Deutschland",22209,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.314,0.1559,0.5315,7,"PKphq8_k3","Gesamt","Einfache Bildung","18-29 Jahre","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1379,0.0913,0.2029,39,"PKphq8_k3","Gesamt","Mittlere Bildung","18-29 Jahre","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.0861,0.0382,0.1826,8,"PKphq8_k3","Gesamt","Höhere Bildung","18-29 Jahre","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
2021,"GEDA2021","Depressive Symptomatik (PHQ-8: 10-24)",0.1557,0.0713,0.3068,7,"PKphq8_k3","Gesamt","Einfache Bildung","30-44 Jahre","Deutschland",4845,"Kat",0,"PHQ-8: Depressive Symptomatik",NA,NA
