"Jahr","Studie","Label","Wert","UKI","OKI","Fallzahl","var","Geschlecht","Bildung","Altersgruppe","Region","Fallzahl_gesamt","typ","stand","var_label","Indikator","Kennzahl","Standardisierung","Achsenbeschriftung","cut","Farbcode","Legende","invalid1","invalid2","invalidFall"
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",53.07,51.19,54.95,2258,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4839,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(49.8,53.4]","3","49.8-53.4",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",52.52,50.65,54.37,2247,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4776,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(50.9,54.2]","3","50.9-54.2",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",51.78,49.21,54.35,1275,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2507,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(48.5,52.8]","2","48.5-52.8",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",54.09,52.31,55.86,2014,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",3944,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53,55.7]","3","53.0-55.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",53.6,51.33,55.85,2205,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4052,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(52.5,55]","3","52.5-55.0",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",54.35,52.74,55.96,4802,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",9056,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53.3,56.3]","3","53.3-56.3",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",60.75,58.04,63.4,1167,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2108,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59.1,62.8]","4","59.1-62.8",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",45.77,43.21,48.35,1091,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2731,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(43,47]","3","43-47.0",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",61.95,59.26,64.56,1210,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2096,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.1,63.4]","4","61.1-63.4",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",43.53,41.01,46.08,1037,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2680,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(39.5,44]","2","39.5-44.0",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",59.43,55.7,63.05,738,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1222,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(59,63.1]","3","59.0-63.1",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",44.53,41,48.12,537,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1285,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(42.6,47.1]","2","42.6-47.1",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",63.77,61.19,66.28,1129,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1792,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.1,65.2]","4","61.1-65.2",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",44.9,42.5,47.32,885,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2152,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(42.7,46.4]","2","42.7-46.4",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",59.94,56.67,63.13,1230,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1985,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(56.9,61.5]","4","56.9-61.5",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",47.42,44.33,50.53,975,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2067,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47.2,49.9]","3","47.2-49.9",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",61.93,59.6,64.21,2604,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4189,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(60.4,63.5]","4","60.4-63.5",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",46.86,44.66,49.08,2198,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4867,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(45.8,49.7]","2","45.8-49.7",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",50.16,48.18,52.14,2256,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4831,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.8,51.7]","3","46.8-51.7",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",49.43,47.45,51.41,2243,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4766,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(49.1,52.9]","3","49.1-52.9",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",49.69,46.89,52.48,1274,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2505,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(45.7,49.9]","2","45.7-49.9",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",53.14,51.05,55.21,2010,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",3932,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(51.7,55.2]","3","51.7-55.2",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",53.45,50.85,56.02,2202,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4045,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(53.2,55.7]","4","53.2-55.7",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",53.08,51.12,55.03,4785,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",9029,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(51.3,54.4]","3","51.3-54.4",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",59.7,56.84,62.49,1167,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2107,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.6,60.2]","3","55.6-60.2",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",40.87,38.28,43.51,1089,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2724,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(37.9,43.2]","3","37.9-43.2",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",59.88,56.92,62.77,1207,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2090,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(58.5,61.2]","3","58.5-61.2",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",39.03,36.52,41.6,1036,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2676,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(36.1,41.1]","2","36.1-41.1",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",58.59,54.64,62.44,738,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1222,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(57.3,61]","3","57.3-61.0",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",40.89,37.05,44.85,536,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1283,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(38.5,43.4]","2","38.5-43.4",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",63.3,60.39,66.12,1125,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1787,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(61.4,65.7]","4","61.4-65.7",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",43.34,40.4,46.34,885,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2145,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(39.3,43.6]","2","39.3-43.6",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",60.02,56.5,63.43,1228,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",1980,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(54.8,61]","4","54.8-61.0",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",46.59,42.85,50.37,974,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",2065,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(44.6,49.7]","3","44.6-49.7",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",60.85,58.23,63.42,2594,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4177,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(60.5,64]","4","60.5-64.0",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",45.17,42.26,48.12,2191,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Nordrhein-Westfalen",4852,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(41.9,46.5]","2","41.9-46.5",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",53.1,49.09,57.07,512,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1065,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(49.8,53.4]","3","49.8-53.4",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",56.71,52.83,60.5,552,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1087,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(54.2,57.5]","4","54.2-57.5",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",56.13,51.98,60.2,479,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",940,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(52.8,57]","3","52.8-57.0",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",54.77,51.04,58.44,497,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",918,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(53,55.7]","3","53.0-55.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",51.86,47.15,56.53,514,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",953,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(50,52.5]","2","50.0-52.5",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",56.59,53.35,59.78,1130,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",2161,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(56.3,59.3]","4","56.3-59.3",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",58.58,52.53,64.39,261,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",454,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(55.4,59.1]","3","55.4-59.1",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",47.77,42.49,53.1,251,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",611,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47,51]","4","47-51.0",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",65.78,60.33,70.85,309,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",496,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.4,65.8]","5","63.4-65.8",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",47.89,42.45,53.39,243,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",591,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(44,48.4]","3","44.0-48.4",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",63.31,57.42,68.83,285,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",458,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.1,67.2]","4","63.1-67.2",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",49.17,43.31,55.04,194,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",482,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47.1,51.6]","3","47.1-51.6",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",64.54,58.94,69.77,271,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",411,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(61.1,65.2]","4","61.1-65.2",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",45.38,40.52,50.32,226,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",507,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(42.7,46.4]","2","42.7-46.4",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",56.3,49.39,62.98,280,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",462,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(52.2,56.9]","3","52.2-56.9",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",47.59,41.22,54.04,234,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",491,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(47.2,49.9]","3","47.2-49.9",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",64.36,59.38,69.05,627,"PAueber","Männlich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1004,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(63.5,66.6]","5","63.5-66.6",FALSE,FALSE,FALSE
2022,"GEDA2022_T1-T13","Übergewicht inkl. Adipositas (BMI >= 25)",48.87,44.71,53.04,503,"PAueber","Weiblich","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1157,"Kat",0,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","beobachtet","Anteil der Erwachsenen in %","(45.8,49.7]","2","45.8-49.7",FALSE,FALSE,FALSE
2009,"GEDA09","Übergewicht inkl. Adipositas (BMI >= 25)",50.97,46.85,55.08,511,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1064,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(46.8,51.7]","3","46.8-51.7",FALSE,FALSE,FALSE
2010,"GEDA10","Übergewicht inkl. Adipositas (BMI >= 25)",55.06,51,59.06,552,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",1086,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(52.9,56.8]","4","52.9-56.8",FALSE,FALSE,FALSE
2012,"GEDA12","Übergewicht inkl. Adipositas (BMI >= 25)",54.31,49.7,58.84,479,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",938,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(54.2,58.5]","4","54.2-58.5",FALSE,FALSE,FALSE
2015,"GEDA2014/2015","Übergewicht inkl. Adipositas (BMI >= 25)",56.61,52.35,60.78,497,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",916,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(55.2,58.7]","4","55.2-58.7",FALSE,FALSE,FALSE
2019,"GEDA2019","Übergewicht inkl. Adipositas (BMI >= 25)",49.45,43.87,55.04,512,"PAueber","Gesamt","Gesamt","Alle Altersgruppen","Rheinland-Pfalz",949,"Kat",1,"Übergewicht nach WHO (BMI>=25; aus Selbstangabe)","Adipositas","Übergewicht inkl. Adipositas (BMI >= 25)","altersstandardisiert","Anteil der Erwachsenen in %","(48.1,50.6]","2","48.1-50.6",FALSE,FALSE,FALSE
